name	name2
NM_000059.3	BRCA2
NM_001136571.2	ZAR1L
NM_XXX	N4BP2L1
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_XXX	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_015032.4	PDS5B
NM_XXX	KL
NM_XXX	KL
NM_XXX	STARD13
NM_XXX	STARD13
NM_XXX	STARD13
NM_XXX	STARD13
NM_XXX	STARD13
NM_XXX	RFC3
NM_XXX	RFC3
NM_XXX	LINC02343
NM_XXX	LINC02343
NM_XXX	LINC02343
NM_XXX	LINC02343
NM_XXX	LINC00457
NM_XXX	LINC00457
NM_XXX	LINC00457
NM_XXX	NBEA
NM_XXX	NBEA
NM_XXX	NBEA
NM_XXX	NBEA
NM_XXX	NBEA
NM_XXX	DCLK1
NM_XXX	TRPC4
NM_XXX	LINC00571
NM_XXX	PROSER1
NM_XXX	LINC00332
NM_002015.4	FOXO1
NM_002015.4	FOXO1
NM_002015.4	FOXO1
NM_XXX	VWA8
NM_XXX	DGKH
NM_XXX	TNFSF11
NM_XXX	ENOX1
NM_XXX	TUSC8
NM_XXX	SLC25A30
NM_XXX	COG3
NM_XXX	LINC01055
NM_XXX	SIAH3
NM_XXX	SIAH3
NM_XXX	CPB2
NM_XXX	LCP1
NM_XXX	LCP1
NM_XXX	RUBCNL
NM_XXX	LRCH1
NM_XXX	LRCH1
NM_XXX	LRCH1
NM_XXX	HTR2A
NM_XXX	HTR2A
NM_XXX	HTR2A
NM_XXX	HTR2A
NM_XXX	HTR2A
NM_XXX	NUDT15
NM_XXX	NUDT15
NM_XXX	NUDT15
NM_XXX	NUDT15
NM_001304745.1	NUDT15
NR_136687.1	NUDT15
NR_136687.1	NUDT15
NM_XXX	MED4
NM_XXX	ITM2B
NM_XXX	ITM2B
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_XXX	RB1
NM_001162498.2	LPAR6
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_000321.2	RB1
NM_XXX	LINC00462
NM_XXX	CYSLTR2
NM_001308471.3	CYSLTR2
NM_XXX	FNDC3A
NM_XXX	FNDC3A
NM_XXX	FNDC3A
NM_XXX	CAB39L
NM_XXX	CAB39L
NM_XXX	SETDB2
NM_XXX	RCBTB1
NM_XXX	KPNA3
NM_XXX	CTAGE10P
NM_005798.5	TRIM13
NM_XXX	DLEU2
NM_XXX	DLEU1
NM_XXX	DLEU1
NM_XXX	DLEU1
NM_XXX	DLEU1-AS1
NM_XXX	DLEU1-AS1
NM_XXX	DLEU7
NM_XXX	RNASEH2B
NM_XXX	C13orf42
NM_XXX	FAM124A
NM_XXX	FAM124A
NM_XXX	CNMD
NM_XXX	LINC00558
NM_XXX	MIR1297
NM_XXX	PRR20A
NM_XXX	PRR20A
NM_XXX	PCDH17
NM_XXX	LINC00374
NM_XXX	DIAPH3-AS1
NM_XXX	LINC00378
NM_XXX	LINC00434
NM_XXX	LINC01074
NM_XXX	LINC00376
NM_XXX	LINC00355
NM_XXX	LINC01052
NM_XXX	MIR548X2
NM_XXX	PCDH9
NM_XXX	PCDH9
NM_XXX	LINC00383
NM_XXX	KLHL1
NM_080760.5	DACH1
NM_080760.5	DACH1
NM_080760.5	DACH1
NM_080760.5	DACH1
NM_080760.5	DACH1
NM_001366712.1	DACH1
NM_001366712.1	DACH1
NM_001366712.1	DACH1
NM_080760.5	DACH1
NM_080760.5	DACH1
NM_XXX	DACH1
NM_080760.5	DACH1
NM_080760.5	DACH1
NM_XXX	BORA
NM_001322349.2	DIS3
NM_XXX	DIS3
NM_001322349.2	DIS3
NM_001322349.2	DIS3
NM_001322349.2	DIS3
NM_001322349.2	DIS3
NM_001730.5	KLF5
NM_001286818.1	KLF5
NM_001286818.1	KLF5
NM_001286818.1	KLF5
NM_XXX	DIS3
NM_XXX	KLF12
NM_XXX	TBC1D4
NM_XXX	LINC00561
NM_XXX	EDNRB-AS1
NM_XXX	OBI1-AS1
NM_XXX	LINC00331
NM_XXX	SPRY2
NM_XXX	LINC00564
NM_XXX	LINC00564
NM_XXX	LINC00333
NM_XXX	SNORA107
NM_XXX	LINC00351
NM_XXX	SLITRK6
NM_XXX	SLITRK5
NM_XXX	LINC00373
NM_XXX	LINC01047
NM_XXX	LINC01049
NM_XXX	GPC5
NM_XXX	GPC5
NM_XXX	GPC6
NM_XXX	GPC6
NM_XXX	ABCC4
NM_XXX	DNAJC3
NM_XXX	UGGT2
NM_XXX	IPO5
NM_XXX	FARP1
NM_XXX	CLYBL
NM_XXX	PCCA
NM_XXX	ITGBL1
NM_XXX	FGF14
NM_001146197.3	CCDC168
NM_000123.3	ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_001204425.1	BIVM-ERCC5
NM_XXX	LINC01309
NM_XXX	DAOA
NM_XXX	DAOA
NM_XXX	LINC00460
NM_XXX	FAM155A
NM_XXX	LIG4
NM_XXX	LINC00676
NM_003749.3	IRS2
NM_003749.3	IRS2
NM_XXX	COL4A2
NM_XXX	LINC02337
NM_XXX	LINC01044
NM_XXX	MCF2L
NM_XXX	RASA3
NM_001353644.2	UPF3A
NM_XXX	OR11G2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_001042618.1	PARP2
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_020920.4	CHD8
NM_001170629.2	CHD8
NM_020920.4	CHD8
NM_XXX	OR4E1
NM_XXX	SLC7A7
NM_198086.3	AJUBA
NM_198086.3	AJUBA
NM_198086.3	AJUBA
NM_198086.3	AJUBA
NM_198086.3	AJUBA
NM_198086.3	AJUBA
NM_032876.6	AJUBA
NM_001289097.2	AJUBA
NM_032876.6	AJUBA
NM_017924.4	C14orf119
NM_032452.3	JPH4
NM_XXX	JPH4
NM_001286367.2	NOP9
NM_XXX	GZMB
NM_XXX	STXBP6
NM_XXX	STXBP6
NM_XXX	LINC02588
NM_XXX	LINC00645
NM_XXX	LINC02282
NM_XXX	PRKD1
NM_XXX	PRKD1
NM_XXX	STRN3
NM_XXX	HECTD1
NM_015473.4	HEATR5A
NM_XXX	AKAP6
NM_XXX	NPAS3
NM_XXX	EGLN3
NM_XXX	PRORP
NM_020529.2	NFKBIA
NM_020529.2	NFKBIA
NM_020529.2	NFKBIA
NM_020529.2	NFKBIA
NM_020529.2	NFKBIA
NM_020529.2	NFKBIA
NM_003317.4	NKX2-1
NM_003317.4	NKX2-1
NM_001079668.3	NKX2-1
NM_XXX	NKX2-8
NM_004496.5	FOXA1
NM_004496.5	FOXA1
NM_XXX	TTC6
NM_XXX	LOC105370457
NM_XXX	FBXO33
NM_XXX	FBXO33
NM_XXX	FBXO33
NM_XXX	LOC105370473
NM_XXX	LOC105370473
NM_XXX	LOC105370473
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_020937.4	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_001308133.2	FANCM
NM_018353.5	MIS18BP1
NM_XXX	LINC02303
NM_XXX	RPL10L
NM_XXX	LINC00648
NM_XXX	LINC00648
NM_XXX	MIR6076
NM_XXX	ATL1
NM_021818.4	SAV1
NM_021818.4	SAV1
NM_021818.4	SAV1
NM_021818.4	SAV1
NM_021818.4	SAV1
NM_XXX	FRMD6
NM_XXX	NID2
NM_000953.3	PTGDR
NM_001160147.2	DDHD1
NM_XXX	CDKN3
NM_XXX	CDKN3
NM_002306.4	LGALS3
NM_XXX	TBPL2
NM_XXX	KTN1
NM_XXX	PELI2
NM_XXX	SLC35F4
NM_001001872.4	ARMH4
NM_XXX	ARMH4
NM_XXX	RTN1
NM_XXX	DHRS7
NM_XXX	PRKCH
NM_181054.3	HIF1A
NM_001243084.1	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_181054.3	HIF1A
NM_001530.4	HIF1A
NM_181054.3	HIF1A
NM_XXX	KCNH5
NM_XXX	SYNE2
NM_001123329.1	ZBTB1
NM_XXX	PPP1R36
NM_197957.3	MAX
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NM_001202559.1	CHURC1-FNTB
NR_073137.1	MAX
NM_145113.3	MAX
NR_073137.1	MAX
NM_145114.2	MAX
NM_197957.3	MAX
NM_197957.3	MAX
NM_197957.3	MAX
NM_XXX	MAX
NM_XXX	CCDC196
NM_XXX	PLEKHH1
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_001321819.1	RAD51B
NM_133510.4	RAD51B
NM_002877.6	RAD51B
NM_001321814.1	RAD51B
NM_133509.4	RAD51B
NM_001321810.1	RAD51B
NM_001321821.1	RAD51B
NM_001321818.1	RAD51B
NR_135816.1	LOC100996664
NM_XXX	LOC100996664
NM_001244698.1	ZFP36L1
NM_001244698.1	ZFP36L1
NM_001244701.1	ZFP36L1
NM_XXX	SMOC1
NM_016468.7	COX16
NM_XXX	PCNX1
NM_XXX	SIPA1L1
NM_XXX	RGS6
NM_XXX	PSEN1
NM_XXX	YLPM1
NM_014239.4	EIF2B2
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_001040108.1	MLH3
NM_XXX	JDP2
NM_015072.5	TTLL5
NM_XXX	ESRRB
NM_XXX	SLIRP
NM_001318844.2	SNW1
NM_XXX	NRXN3
NM_XXX	NRXN3
NM_XXX	CEP128
NM_XXX	SEL1L
NM_XXX	LINC02311
NM_XXX	LINC02311
NM_XXX	SNORD3P3
NM_XXX	LINC02329
NM_XXX	LINC01148
NM_XXX	LINC01148
NM_XXX	GPR65
NM_007039.4	PTPN21
NM_XXX	EML5
NM_XXX	FOXN3-AS1
NM_XXX	KCNK13
NM_XXX	CATSPERB
NM_001322271.2	CPSF2
NM_XXX	SLC24A4
NM_XXX	FAM181A
NM_XXX	GSC-DT
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001271282.3	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_001195573.1	DICER1
NM_XXX	GLRX5
NM_001252007.1	PAPOLA
NM_001252007.1	PAPOLA
NM_XXX	LINC02299
NM_XXX	LINC02291
NM_XXX	LINC01550
NM_XXX	EML1
NM_003403.5	YY1
NM_003403.5	YY1
NM_003403.5	YY1
NM_003403.5	YY1
NM_003403.5	YY1
NM_XXX	WDR25
NM_XXX	LINC00524
NM_001352912.1	PPP2R5C
NM_XXX	TECPR2
NM_001199427.2	TRAF3
NM_001199427.2	TRAF3
NM_001199427.2	TRAF3
NM_001199427.2	TRAF3
NM_003300.4	TRAF3
NM_003300.4	TRAF3
NM_003300.4	TRAF3
NM_001199427.2	TRAF3
NM_001199427.2	TRAF3
NM_001199427.2	TRAF3
NM_XXX	LINC00605
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_005163.2	AKT1
NM_XXX	PLD4
NM_XXX	TMEM121
NM_XXX	ADAM6
NM_XXX	CYFIP1
NM_XXX	NDN
NM_XXX	SNRPN
NR_003321.1	SNORD116-6
NM_XXX	ATP10A
NM_XXX	GABRG3
NM_XXX	OCA2
NM_XXX	FAM189A1
NM_XXX	TJP1
NM_001252020.1	TRPM1
NM_XXX	TRPM1
NM_XXX	OTUD7A
NM_013372.7	GREM1
NM_013372.7	GREM1
NM_XXX	FMN1
NM_XXX	LOC101928134
NM_XXX	RYR3
NM_001284292.2	NUTM1
NM_XXX	NANOGP8
NM_XXX	DPH6-DT
NM_XXX	DPH6
NM_XXX	DPH6-DT
NM_XXX	DPH6-DT
NM_XXX	DPH6
NM_XXX	DPH6
NM_XXX	C15orf41
NM_XXX	C15orf41
NM_XXX	C15orf41
NM_XXX	C15orf41
NM_XXX	C15orf41
NM_XXX	C15orf41
NM_XXX	C15orf41
NM_XXX	MEIS2
NM_XXX	MEIS2
NM_170677.5	MEIS2
NM_XXX	MEIS2
NM_XXX	MEIS2
NM_XXX	TMCO5A
NM_XXX	TMCO5A
NM_XXX	TMCO5A
NM_XXX	TMCO5A
NM_XXX	LINC02345
NM_XXX	SPRED1
NM_152594.3	SPRED1
NM_152594.3	SPRED1
NM_152594.3	SPRED1
NM_152594.3	SPRED1
NM_152594.3	SPRED1
NM_XXX	SPRED1
NM_152594.3	SPRED1
NM_152594.3	SPRED1
NM_XXX	FAM98B
NM_XXX	RASGRP1
NM_XXX	RASGRP1
NM_XXX	RASGRP1
NM_XXX	C15orf54
NM_XXX	C15orf54
NM_XXX	C15orf54
NM_XXX	THBS1
NM_XXX	THBS1
NM_XXX	FSIP1
NM_XXX	FSIP1
NM_XXX	GPR176
NM_XXX	EIF2AK4
NM_XXX	BMF
NM_XXX	PHGR1
NM_001142762.1	KNSTRN
NM_001142762.1	KNSTRN
NM_XXX	KNSTRN
NM_001142762.1	KNSTRN
NM_XXX	RPUSD2
NM_XXX	CCDC32
NM_XXX	CCDC32
NM_001164269.2	RAD51
NM_001164269.2	RAD51
NM_001164269.2	RAD51
NM_001164270.2	RAD51
NM_001164269.2	RAD51
NM_001164269.2	RAD51
NM_001164269.2	RAD51
NM_001164269.2	RAD51
NM_001164269.2	RAD51
NM_001164269.2	RAD51
NM_XXX	RMDN3
NM_018163.3	DNAJC17
NM_XXX	DLL4
NM_XXX	INO80
NM_XXX	CHP1
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001164273.1	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_001080541.2	MGA
NM_XXX	PLA2G4D
NM_022473.2	ZNF106
NM_005657.4	TP53BP1
NM_XXX	HYPK
NM_004048.3	B2M
NM_004048.3	B2M
NM_004048.3	B2M
NR_022014.1	HMGN2P46
NM_XXX	SLC30A4
NM_XXX	SEMA6D
NM_XXX	SEMA6D
NM_001330286.2	DUT
NM_XXX	CEP152
NM_XXX	FAM227B
NM_XXX	TRPM7
NM_XXX	SCG3
NM_XXX	FAM214A
NM_XXX	ONECUT1
NM_XXX	UNC13C
NM_XXX	RAB27A
NM_018365.4	MNS1
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322164.2	TCF12
NM_XXX	TCF12
NM_001322151.1	TCF12
NM_001322158.2	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001306220.3	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_001322151.1	TCF12
NM_XXX	CGNL1
NM_XXX	LIPC
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_001270529.2	RNF111
NM_XXX	BNIP2
NM_XXX	RORA
NM_XXX	LOC101928907
NM_XXX	TPM1
NM_XXX	USP3
NM_015042.2	ZNF609
NM_XXX	SPG21
NM_XXX	PARP16
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_002755.3	MAP2K1
NM_XXX	LINC01169
NM_005902.4	SMAD3
NM_001145103.1	SMAD3
NM_005902.4	SMAD3
NM_005902.4	SMAD3
NM_005902.4	SMAD3
NM_005902.4	SMAD3
NM_005902.4	SMAD3
NM_005902.4	SMAD3
NM_005902.4	SMAD3
NM_005902.4	SMAD3
NM_XXX	PIAS1
NM_006305.4	ANP32A
NM_XXX	GLCE
NM_XXX	LOC145694
NM_XXX	LRRC49
NM_XXX	THSD4
NM_XXX	NEO1
NM_XXX	REC114
NM_XXX	RPP25
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_XXX	SIN3A
NM_015477.3	SIN3A
NM_015477.3	SIN3A
NM_XXX	SCAPER
NM_XXX	COMMD4P1
NM_XXX	RASGRF1
NM_015206.3	MINAR1
NM_XXX	ST20-MTHFS
NM_XXX	ABHD17C
NM_XXX	LINC01583
NM_XXX	CPEB1
NM_XXX	HOMER2
NM_031452.4	RAMAC
NM_XXX	ADAMTSL3
NM_XXX	PDE8A
NM_XXX	AGBL1
NM_XXX	LINC00052
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_001012338.2	NTRK3
NM_001320135.1	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_001320134.1	NTRK3
NM_001007156.2	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_002530.4	NTRK3
NM_XXX	DET1
NM_XXX	ABHD2
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001113378.1	FANCI
NM_001290114.2	IDH2
NM_001290114.2	IDH2
NM_001290114.2	IDH2
NM_001290114.2	IDH2
NM_001290114.2	IDH2
NM_001290114.2	IDH2
NM_001290114.2	IDH2
NM_001290114.2	IDH2
NM_001289910.1	IDH2
NM_001289910.1	IDH2
NM_001290114.2	IDH2
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_XXX	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_000057.4	BLM
NM_000057.4	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_001287247.2	BLM
NM_XXX	SLCO3A1
NM_XXX	LINC01578
NM_XXX	LINC02207
NM_XXX	MCTP2
NM_XXX	LINC00924
NM_XXX	NR2F2
NM_XXX	NR2F2-AS1
NM_XXX	SPATA8-AS1
NM_XXX	LINC00923
NM_XXX	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_001291858.2	IGF1R
NM_XXX	LOC400464
NM_XXX	ASB7
NM_XXX	PCSK6
NM_XXX	MPG
NM_XXX	LUC7L
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_XXX	AXIN1
NM_003502.4	AXIN1
NM_003502.4	AXIN1
NM_XXX	RAB11FIP3
NM_XXX	PRR35
NM_XXX	GNG13
NM_XXX	LMF1
NM_XXX	LMF1
NM_XXX	LMF1
NM_XXX	CACNA1H
NM_XXX	PERCC1
NM_XXX	TELO2
NM_XXX	MAPK8IP3
NM_XXX	IGFALS
NM_XXX	MEIOB
NM_XXX	SYNGR3
NM_001318832.1	TSC2
NM_001318831.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_XXX	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001114382.2	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318829.1	TSC2
NM_001318831.1	TSC2
NM_001318829.1	TSC2
