NCBI_ID,total_exons_length,mean,std,min,25%,50%,75%,max
NM_001276698.3,549,693.4280510018215,101.12464672476771,465,618.0,703.0,768.0,899
NM_001276699.3,564,686.2446808510638,106.70568604926507,458,608.0,700.5,764.5,899
NM_001276760.3,1065,673.6976525821597,91.72521814081824,403,618.0,680.0,731.0,899
NM_001276761.3,1065,673.6976525821597,91.72521814081824,403,618.0,680.0,731.0,899
NM_001289936.2,3723,698.0005372011818,111.62538341332754,307,625.0,713.0,776.0,909
NM_001289937.2,3168,674.5476641414141,118.50012930372645,261,603.0,699.0,755.0,909
NM_001289938.2,1812,660.8476821192053,105.96839062854873,307,584.75,689.0,739.0,855
NM_001382782.1,3678,698.5929853181077,111.80298984957471,307,626.0,714.0,776.0,909
NM_001382783.1,3678,698.5929853181077,111.80298984957471,307,626.0,714.0,776.0,909
NM_001382784.1,3885,670.4885456885457,167.38142485127443,0,606.0,707.0,772.0,909
NM_001382785.1,3870,674.1627906976744,158.06498024321124,23,608.0,707.0,772.0,909
NM_001382786.1,3849,669.8578851649779,167.91945901224486,0,605.0,706.0,771.0,909
NM_001382787.1,3843,685.8142076502733,126.55209368682146,242,610.0,708.0,773.0,909
NM_001382788.1,3798,688.4726171669299,124.31868434964426,261,614.0,709.0,773.75,909
NM_001382789.1,3789,690.4484032726313,121.02148521892053,261,615.0,710.0,774.0,909
NM_001382790.1,3765,691.457636122178,120.64882433418228,261,617.0,711.0,775.0,909
NM_001382791.1,3759,691.6209098164405,120.76488841854707,261,617.0,711.0,775.0,909
NM_001382792.1,3732,690.7642015005359,121.23719250837112,261,616.0,710.5,774.0,909
NM_001382793.1,3726,690.5126140633387,121.17208009770695,261,616.0,710.0,773.0,909
NM_001382794.1,3726,691.2479871175524,121.46226619835963,261,616.0,711.0,776.0,909
NM_001382795.1,3720,691.9204301075268,121.51190878326571,261,616.0,712.0,776.0,909
NM_001382796.1,3681,692.4675359956534,121.11237188013645,261,618.0,712.0,776.0,909
NM_001382797.1,3669,690.1850640501499,122.22101445519694,261,614.0,709.0,776.0,909
NM_001382798.1,3612,686.9568106312292,120.11605583178486,261,613.0,708.0,770.0,903
NM_001382799.1,3588,690.9623745819398,123.11428132931638,261,614.0,712.0,778.0,909
NM_001382800.1,3582,691.0896147403685,122.65195879966255,261,616.0,711.0,776.0,909
NM_001382801.1,3564,687.6360830527498,120.76549390693228,261,612.0,709.0,771.0,903
NM_001382802.1,3510,688.351282051282,122.98605929384854,261,613.0,708.0,773.0,909
NM_001382803.1,3126,673.486884197057,118.65364043265029,261,601.0,698.0,755.0,909
NM_001382804.1,2940,691.9598639455783,129.1146775301214,261,609.75,711.0,786.0,909
NM_001382805.1,2817,679.6911608093717,123.6219799674553,261,606.0,701.0,764.0,903
NM_001382806.1,2730,701.054945054945,126.92550646488453,261,623.0,722.5,794.0,909
NM_002876.4,408,567.0245098039215,90.15705317992794,359,504.0,586.5,627.25,708
NM_002878.4,987,617.0,87.45906025733031,387,559.0,610.0,684.0,789
NM_004448.4,3768,691.214702760085,120.90756627283258,261,616.0,711.0,775.0,909
NM_007294.4,5592,455.1623748211731,93.77172776407335,314,384.0,421.0,526.0,728
NM_007297.4,5451,451.71014492753625,92.14713406962285,314,383.0,419.0,512.0,728
NM_007298.3,2280,543.0442982456141,83.26181770650734,356,477.0,549.0,601.25,728
NM_007299.4,2100,535.7214285714285,82.23298579172561,356,471.0,543.0,588.0,728
NM_007300.4,5655,455.08116710875333,93.25594152869155,314,385.0,421.0,525.0,728
NM_032043.3,3750,352.2477333333333,71.1407691173192,176,299.0,357.0,396.0,550
NM_058216.3,1131,500.4633068081344,83.98267429429546,341,438.0,484.0,551.0,708
NM_133629.3,651,639.8448540706605,72.79151821111215,478,583.5,639.0,689.5,789
NM_005359.6,1659,362.8414707655214,60.34654299455809,219,319.0,363.0,410.5,492
NM_000455.5,1302,731.3748079877112,130.38191135422008,276,651.0,734.0,824.0,1018
NM_002067.5,1080,654.0203703703704,160.338629006456,173,593.75,703.0,772.0,846
NM_030662.4,1203,684.3208645054032,147.50160648410503,186,615.0,726.0,790.0,902
NM_000516.7,1185,527.2345991561182,136.6165933018418,112,495.0,559.0,605.0,728
NM_001077488.5,1188,527.0521885521886,136.4921553745058,112,494.0,559.0,605.0,728
NM_001077489.4,1140,525.7701754385965,139.07020916827557,112,492.0,558.0,606.0,728
NM_001077490.3,1881,694.0962254120149,192.6511945382678,187,594.0,728.0,867.0,952
NM_001309840.2,1008,569.2043650793651,72.80754992111083,390,525.0,566.0,608.0,728
NM_001309842.2,264,377.7234848484849,188.14401504415474,112,209.0,243.0,570.0,626
NM_001309861.2,1008,569.2043650793651,72.80754992111083,390,525.0,566.0,608.0,728
NM_001309883.1,1881,694.0962254120149,192.6511945382678,187,594.0,728.0,867.0,952
NM_016592.5,738,706.4552845528456,110.11198829033717,419,602.0,727.0,810.0,870
NM_080425.4,3114,653.5317919075145,169.30917187277393,187,557.0,648.0,753.0,952
NM_080426.4,1143,525.5844269466317,138.93477536709239,112,491.0,558.0,606.0,728
NM_001005735.2,1761,463.46053378762065,87.26759886035178,273,394.0,472.0,533.0,617
NM_001007468.3,1131,650.9354553492484,126.70176217506182,311,576.0,658.0,729.0,923
NM_001257387.2,969,420.4344685242518,69.77141017968661,273,370.0,414.0,473.0,567
NM_001317946.2,1185,653.9012658227848,124.54264115676104,311,581.0,666.0,729.0,923
NM_001349956.2,1431,459.22571628232004,80.65230604934673,291,395.0,463.0,529.0,608
NM_001362877.2,1212,650.8415841584158,124.83959512952767,311,572.5,662.0,728.0,923
NM_003073.5,1158,647.8022452504317,126.88326771104329,311,566.0,656.0,728.0,923
NM_007194.4,1632,461.4319852941176,89.45859518014429,273,388.0,466.0,536.0,617
NM_145862.2,1545,467.3029126213592,88.21904496400357,273,397.0,475.0,541.0,617
