#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
867	NM_001354630	chr3	+	37034840	37092337	37035038	37092144	18	37034840,37038109,37042445,37045891,37048481,37050304,37053310,37053501,37055922,37058996,37061800,37067127,37070274,37081676,37083758,37090007,37090394,37091976,	37035154,37038200,37042544,37045965,37048554,37050396,37053353,37053590,37056035,37059090,37061954,37067498,37070423,37081785,37083822,37090100,37090508,37092337,	0	MLH1	cmpl	cmpl	0,2,0,0,2,0,2,0,2,1,2,0,2,1,2,0,0,0,
681	NM_001354689	chr3	-	12625099	12705616	12626012	12660220	18	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12644976,12645634,12647699,12650264,12650731,12653448,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645036,12645788,12647798,12650422,12650834,12653561,12660246,12705616,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,0,2,2,0,2,0,0,-1,
681	NM_001354690	chr3	-	12625099	12705007	12626012	12660220	17	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12653448,12660013,12704867,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645788,12647798,12650422,12650834,12653561,12660246,12705007,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,-1,
681	NM_001354691	chr3	-	12625099	12705616	12626012	12660090	17	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12660013,12667825,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645788,12647798,12650422,12650834,12660246,12667918,12705616,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,-1,-1,
681	NM_001354692	chr3	-	12625099	12705616	12626012	12660090	16	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645788,12647798,12650422,12650834,12660246,12705616,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,-1,
681	NM_001354693	chr3	-	12625099	12705616	12626012	12660220	16	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12650264,12650731,12653448,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645788,12650422,12650834,12653561,12660246,12705616,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,0,2,0,0,-1,
681	NM_001354694	chr3	-	12625099	12705616	12626012	12660090	17	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12644976,12645634,12647699,12650264,12650731,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645036,12645788,12647798,12650422,12650834,12660246,12705616,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,0,2,2,0,2,0,-1,
681	NM_001354695	chr3	-	12625099	12705616	12626012	12660090	15	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12650264,12650731,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645788,12650422,12650834,12660246,12705616,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,0,2,0,-1,
899	NM_001904	chr3	+	41240995	41281934	41265559	41280833	15	41240995,41265511,41266016,41266444,41266824,41267150,41268698,41274831,41275019,41275629,41277214,41277839,41278078,41279506,41280624,	41241161,41265572,41266244,41266698,41267063,41267352,41268843,41274935,41275358,41275788,41277334,41277990,41278200,41279567,41281934,	0	CTNNB1	cmpl	cmpl	-1,0,1,1,0,2,0,1,0,0,0,0,1,0,1,
681	NM_002880	chr3	-	12625099	12705616	12626012	12660220	17	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12653448,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641307,12641778,12641914,12645788,12647798,12650422,12650834,12653561,12660246,12705616,	0	RAF1	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,-1,
985	NM_004656	chr3	-	52435024	52444024	52436303	52443894	17	52435024,52436617,52436794,52437153,52437431,52438468,52439125,52439780,52440268,52440844,52441189,52441414,52441973,52442489,52443569,52443729,52443857,	52436437,52436690,52436887,52437314,52437910,52438602,52439310,52439928,52440392,52440923,52441332,52441476,52442093,52442622,52443624,52443759,52444024,	0	BAP1	cmpl	cmpl	1,0,0,1,2,0,1,0,2,1,2,0,0,2,1,1,0,
243	NM_006218	chr3	+	178866144	178957881	178916613	178952152	21	178866144,178916537,178917477,178919077,178921331,178922290,178927382,178927973,178928218,178935997,178936983,178937358,178937736,178938773,178941868,178942487,178943749,178947059,178947791,178948012,178951881,	178866391,178916965,178917687,178919328,178921577,178922376,178927488,178928126,178928353,178936122,178937065,178937523,178937840,178938945,178941975,178942609,178943828,178947230,178947909,178948164,178957881,	0	PIK3CA	cmpl	cmpl	-1,0,1,1,0,0,2,0,0,0,2,0,0,2,0,2,1,2,2,0,2,
681	NR_148940	chr3	-	12625099	12705616	12705616	12705616	18	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12640611,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12653448,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12640724,12641307,12641778,12641914,12645788,12647798,12650422,12650834,12653561,12660246,12705616,	0	RAF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
681	NR_148941	chr3	-	12625099	12705616	12705616	12705616	17	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12653448,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633350,12641307,12641778,12641914,12645788,12647798,12650422,12650834,12653561,12660246,12705616,	0	RAF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
681	NR_148942	chr3	-	12625099	12705616	12705616	12705616	17	12625099,12626345,12626620,12627179,12629089,12632296,12633206,12641189,12641650,12641886,12645634,12647699,12650264,12650731,12653448,12660013,12705311,	12626156,12626480,12626752,12627298,12629136,12632473,12633291,12641305,12641778,12641914,12645788,12647798,12650422,12650834,12653561,12660246,12705616,	0	RAF1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
598	NM_000142	chr4	+	1795019	1810594	1795661	1808989	18	1795019,1795559,1800980,1801473,1803093,1803346,1803561,1805418,1806056,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1805563,1806247,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810594,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
15	NM_000222	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569889,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597493,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592216,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
15	NM_001093772	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569889,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597493,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592204,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
598	NM_001163213	chr4	+	1795038	1810599	1795661	1808989	18	1795038,1795559,1800980,1801473,1803093,1803346,1803561,1804640,1806056,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1804791,1806247,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810599,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
1005	NM_001347827	chr4	+	55095459	55148145	55124935	55147848	17	55095459,55124923,55127261,55129833,55131085,55133455,55133718,55136799,55138560,55139703,55140697,55141007,55143554,55144062,55144528,55146482,55147747,	55095582,55124984,55127579,55130094,55131216,55133627,55133908,55136915,55138687,55139897,55140792,55141140,55143659,55144173,55144682,55146649,55148145,	0	PDGFRA	cmpl	cmpl	-1,0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,
1005	NM_001347828	chr4	+	55095459	55164412	55106219	55161439	24	55095459,55106204,55124923,55127261,55129833,55131085,55133455,55133718,55136799,55138560,55139703,55140697,55141007,55143554,55144062,55144528,55146482,55151537,55152007,55153596,55154965,55155175,55156479,55161291,	55095582,55106282,55124984,55127579,55130094,55131216,55133627,55133908,55136915,55138687,55139897,55140792,55141140,55143659,55144173,55144682,55146649,55151653,55152130,55153708,55155065,55155281,55156721,55164412,	0	PDGFRA	cmpl	cmpl	-1,0,0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,2,
1005	NM_001347829	chr4	+	55099266	55164412	55124935	55161439	23	55099266,55124923,55127261,55129833,55131085,55133455,55133718,55136799,55138560,55139703,55140697,55141007,55143554,55144062,55144528,55146482,55151537,55152007,55153596,55154965,55155175,55156479,55161291,	55099610,55124984,55127579,55130094,55131216,55133627,55133908,55136915,55138687,55139897,55140792,55141140,55143659,55144173,55144682,55146649,55151653,55152130,55153708,55155065,55155281,55156721,55164412,	0	PDGFRA	cmpl	cmpl	-1,0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,2,
1005	NM_001347830	chr4	+	55100126	55164414	55100638	55161439	23	55100126,55124923,55127261,55129833,55131085,55133455,55133718,55136799,55138560,55139703,55140697,55141007,55143554,55144062,55144528,55146482,55151537,55152007,55153596,55154965,55155175,55156479,55161291,	55100665,55124984,55127579,55130094,55131216,55133627,55133908,55136915,55138687,55139897,55140792,55141140,55143659,55144173,55144682,55146649,55151653,55152130,55153708,55155065,55155281,55156721,55164414,	0	PDGFRA	cmpl	cmpl	0,0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,2,
598	NM_001354809	chr4	+	1795019	1810594	1795661	1808989	18	1795019,1795559,1800980,1801473,1803093,1803346,1803561,1805418,1806056,1806547,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1805563,1806247,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810594,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,2,2,0,
598	NM_001354810	chr4	+	1795019	1810594	1795661	1809015	17	1795019,1795559,1800980,1801473,1803093,1803346,1803561,1805418,1806056,1806547,1807081,1807285,1807476,1807777,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1805563,1806247,1806696,1807203,1807396,1807667,1807900,1808410,1808661,1810594,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,1,0,2,1,1,0,0,0,1,
15	NM_001385284	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569886,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597493,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592216,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
15	NM_001385285	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569889,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597496,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592216,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
15	NM_001385286	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569889,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597496,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592204,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
15	NM_001385288	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569886,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597493,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592204,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
15	NM_001385290	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569886,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597496,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592216,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
15	NM_001385292	chr4	+	55524123	55606881	55524181	55604723	21	55524123,55561677,55564449,55565795,55569886,55573263,55575589,55589749,55592022,55593383,55593581,55593988,55594176,55595500,55597496,55598036,55599235,55602663,55602886,55603340,55604594,	55524248,55561947,55564731,55565932,55570058,55573453,55575705,55589864,55592204,55593490,55593708,55594093,55594287,55595651,55597585,55598164,55599358,55602775,55602986,55603446,55606881,	0	KIT	cmpl	cmpl	0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,
1005	NM_006206	chr4	+	55095459	55164412	55124935	55161439	23	55095459,55124923,55127261,55129833,55131085,55133455,55133718,55136799,55138560,55139703,55140697,55141007,55143554,55144062,55144528,55146482,55151537,55152007,55153596,55154965,55155175,55156479,55161291,	55095582,55124984,55127579,55130094,55131216,55133627,55133908,55136915,55138687,55139897,55140792,55141140,55143659,55144173,55144682,55146649,55151653,55152130,55153708,55155065,55155281,55156721,55164412,	0	PDGFRA	cmpl	cmpl	-1,0,1,1,1,0,1,2,1,2,1,0,1,1,1,2,1,0,0,1,2,0,2,
598	NM_022965	chr4	+	1795038	1810599	1795661	1808989	16	1795038,1795559,1800980,1801473,1803093,1803346,1803561,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810599,	0	FGFR3	cmpl	cmpl	-1,0,1,1,1,0,1,0,2,1,1,0,0,2,2,0,
598	NR_148971	chr4	+	1795019	1810594	1810594	1810594	19	1795019,1795559,1800980,1801473,1803093,1803346,1803561,1804640,1805418,1806056,1806550,1807081,1807285,1807476,1807777,1807983,1808272,1808555,1808842,	1795192,1795770,1801250,1801539,1803263,1803470,1803752,1804791,1805563,1806247,1806696,1807203,1807396,1807667,1807900,1808054,1808410,1808661,1810594,	0	FGFR3	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1440	NM_000038	chr5	+	112073581	112181936	112090587	112179823	16	112073581,112090569,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112090722,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001127510	chr5	+	112073581	112181936	112090587	112179823	17	112073581,112074049,112090569,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112074157,112090722,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,-1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
179	NM_001127511	chr5	+	112043194	112181936	112043414	112179823	14	112043194,112102022,112102885,112111325,112116486,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112043579,112102107,112103087,112111434,112116600,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	0,0,1,2,0,0,0,0,1,1,0,0,0,2,
594	NM_001193376	chr5	-	1253262	1295183	1253842	1295104	15	1253262,1254482,1255401,1258712,1260588,1266578,1268634,1271233,1272299,1278755,1279405,1280272,1282543,1293427,1294885,	1253946,1254620,1255526,1258774,1260715,1266650,1268748,1271319,1272395,1278911,1279585,1280453,1282739,1294781,1295183,	0	TERT	cmpl	cmpl	1,1,2,0,2,2,2,0,0,0,0,2,1,0,0,
110	NM_001285439	chr5	-	38938022	39074501	38942405	39074479	39	38938022,38942934,38944547,38945014,38945592,38946569,38947365,38949457,38949813,38952297,38953086,38953562,38954875,38955696,38957753,38958544,38958768,38959296,38959880,38960499,38962416,38962586,38962977,38964893,38966742,38967262,38967438,38968044,38971978,38975638,38978684,38981968,38991050,38996920,39002636,39003659,39021140,39074212,39074430,	38942480,38943073,38944671,38945170,38945826,38946654,38947543,38949529,38950822,38952527,38953193,38953655,38954963,38955806,38957832,38958621,38958933,38959423,38960080,38960635,38962463,38962688,38963143,38964994,38966823,38967329,38967529,38968132,38972061,38975706,38978752,38982138,38991177,38996984,39002768,39003724,39021238,39074260,39074501,	0	RICTOR	cmpl	cmpl	0,2,1,1,1,0,2,2,1,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,0,2,1,0,1,2,0,1,0,2,2,0,1,1,0,
110	NM_001285440	chr5	-	38938022	39074501	38942405	38975672	38	38938022,38942934,38944547,38945014,38945592,38946569,38947365,38949813,38952297,38953086,38953562,38954875,38955696,38957753,38958544,38958768,38959296,38959880,38960499,38962416,38962586,38962977,38964893,38966742,38967262,38967438,38968044,38971978,38975638,38978684,38981968,38991050,38996920,39002636,39003659,39021140,39074212,39074430,	38942480,38943073,38944671,38945170,38945712,38946654,38947543,38950822,38952527,38953193,38953655,38954963,38955806,38957832,38958621,38958933,38959423,38960080,38960635,38962463,38962688,38963143,38964994,38966823,38967329,38967529,38968132,38972061,38975706,38978750,38982138,38991177,38996984,39002768,39003724,39021238,39074260,39074501,	0	RICTOR	cmpl	cmpl	0,2,1,1,1,0,2,1,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,0,2,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,
179	NM_001354895	chr5	+	112043194	112181936	112090587	112179823	16	112043194,112090569,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112043579,112090722,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354896	chr5	+	112073581	112181936	112090587	112179823	17	112073581,112090569,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112159003,112162804,112163625,112164552,112170647,112173249,	112073622,112090722,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112159057,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,2,
179	NM_001354897	chr5	+	112043194	112181936	112043414	112179823	15	112043194,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112043579,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354898	chr5	+	112073581	112181936	112074097	112179823	16	112073581,112074049,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112074157,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354899	chr5	+	112073581	112181936	112090587	112179823	15	112073581,112090569,112102022,112102885,112111325,112116486,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112090722,112102107,112103087,112111434,112116600,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354900	chr5	+	112073581	112181936	112102064	112179823	16	112073581,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112159003,112162804,112163625,112164552,112170647,112173249,	112073622,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112159057,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,2,
1440	NM_001354901	chr5	+	112073581	112181936	112102064	112179823	15	112073581,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
179	NM_001354902	chr5	+	112043194	112181936	112043414	112179823	15	112043194,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154965,112157592,112162804,112163625,112164552,112170647,112173249,	112043579,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354903	chr5	+	112073581	112181936	112090587	112179823	16	112073581,112090569,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154965,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112090722,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354904	chr5	+	112073581	112181936	112074097	112179823	16	112073581,112074049,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154965,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112074157,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354905	chr5	+	112073581	112181936	112102064	112179823	15	112073581,112102022,112102885,112111325,112116486,112128142,112136975,112151191,112154965,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112102107,112103087,112111434,112116600,112128226,112137080,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,0,1,2,0,0,0,0,0,1,1,0,0,0,2,
1440	NM_001354906	chr5	+	112073581	112181936	112151206	112179823	17	112073581,112090569,112102022,112102885,112111325,112116486,112128142,112136975,112145822,112151191,112154662,112157592,112162804,112163625,112164552,112170647,112173249,	112073622,112090722,112102107,112103087,112111434,112116600,112128226,112137080,112146008,112151290,112155041,112157688,112162944,112163703,112164669,112170862,112181936,	0	APC	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,0,2,
110	NM_152756	chr5	-	38938022	39074501	38942405	39074479	38	38938022,38942934,38944547,38945014,38945592,38946569,38947365,38949813,38952297,38953086,38953562,38954875,38955696,38957753,38958544,38958768,38959296,38959880,38960499,38962416,38962586,38962977,38964893,38966742,38967262,38967438,38968044,38971978,38975638,38978684,38981968,38991050,38996920,39002636,39003659,39021140,39074212,39074430,	38942480,38943073,38944671,38945170,38945826,38946654,38947543,38950822,38952527,38953193,38953655,38954963,38955806,38957832,38958621,38958933,38959423,38960080,38960635,38962463,38962688,38963143,38964994,38966823,38967329,38967529,38968132,38972061,38975706,38978752,38982138,38991177,38996984,39002768,39003724,39021238,39074260,39074501,	0	RICTOR	cmpl	cmpl	0,2,1,1,1,0,2,1,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,0,2,1,0,1,2,0,1,0,2,2,0,1,1,0,
594	NM_198253	chr5	-	1253286	1295183	1253842	1295104	16	1253286,1254482,1255401,1258712,1260588,1264518,1266578,1268634,1271233,1272299,1278755,1279405,1280272,1282543,1293427,1294885,	1253946,1254620,1255526,1258774,1260715,1264707,1266650,1268748,1271319,1272395,1278911,1279585,1280453,1282739,1294781,1295183,	0	TERT	cmpl	cmpl	1,1,2,0,2,2,2,2,0,0,0,0,2,1,0,0,
594	NR_149162	chr5	-	1253262	1295183	1295183	1295183	13	1253262,1254482,1255401,1258712,1260588,1266578,1268634,1278755,1279405,1280272,1282543,1293427,1294885,	1253946,1254620,1255526,1258774,1260715,1266650,1268748,1278911,1279585,1280453,1282739,1294781,1295183,	0	TERT	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
594	NR_149163	chr5	-	1253262	1295183	1295183	1295183	13	1253262,1254482,1255401,1258712,1260588,1266578,1268634,1278755,1279405,1280272,1282543,1293427,1294885,	1253946,1254620,1255526,1258774,1260715,1266650,1268748,1278875,1279585,1280453,1282739,1294781,1295183,	0	TERT	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
218	NM_000125	chr6	+	152128816	152424408	152129047	152420101	8	152128816,152163731,152201789,152265307,152332790,152382125,152415519,152419866,	152129499,152163922,152201906,152265643,152332929,152382259,152415703,152424408,	0	ESR1	cmpl	cmpl	0,2,1,1,1,2,1,2,
723	NM_000367	chr6	-	18128544	18155308	18130898	18149358	9	18128544,18132363,18134034,18139193,18139895,18143826,18148053,18149218,18155263,	18131011,18132408,18134120,18139268,18139948,18143959,18148146,18149402,18155308,	0	TPMT	cmpl	cmpl	1,1,2,2,0,2,2,0,-1,
